Comp_BinY,n,power_wh_empirical_dist,power_wh_naive_dist,power_wh_VCO1,power_wh_VCO2,power_wh_VCO3,power_wh_VCO4,power_wh_VCO5,power_wh_VCO6,power_wh_VCO7,power_wh_VCO8,power_wh_VCO9,scena
4,1000,0.3269290035756721,0.5438618071860113,0.3259113241811956,0.3273581513265065,0.3272637203633376,0.3273210305352324,0.3273537039874173,0.3271040812159887,0.3267815906901178,0.3272968385424826,0.3271231987725719,9
2,500,0.1291175269149736,0.2842613103539431,0.1387129780404569,0.11066362270775423,0.11175341815690726,0.13384746686899973,0.12828727044783558,0.12532492102394877,0.12586381988270082,0.13635590050200766,0.13342553524678824,10
3,500,0.12732035979061654,0.27857831982198866,0.1370482326595093,0.10906097755531977,0.11013794624997324,0.13208781423108915,0.1265087720188745,0.12354461638889301,0.12408610491215377,0.13463355059758148,0.13166130989704808,10
4,500,0.12743967635986267,0.2789071417287207,0.13718259004630387,0.10915248526395557,0.11023013427419022,0.1322144436823533,0.12662680520416641,0.12365807544923864,0.12419926049078146,0.13476415364182026,0.1317873147356929,10
2,1000,0.21597605035080422,0.502944957351153,0.23486229376086024,0.1796479608263439,0.181789377751564,0.22528999606595695,0.21434063434186576,0.20850491460792372,0.20956655949249792,0.23022640799181174,0.22445942101527386,10
3,1000,0.21243592717372897,0.4934340325711795,0.23158837470755045,0.1765005082077229,0.17861534684355934,0.2218257103680573,0.21083712262363682,0.20499771137170547,0.20606442828426816,0.22683722970646739,0.22098589081003622,10
4,1000,0.21267097298373683,0.49398683598026477,0.23185265761413504,0.17668016312427406,0.17879642072636298,0.2220750431957331,0.21106964734006464,0.2052212206484338,0.20628734401099114,0.22709426978661962,0.22123400935762705,10
2,500,0.47709231055575885,0.495455330926198,0.4697283031876445,0.4554746519453949,0.45655935142770643,0.4724979096308524,0.459897391502559,0.47437087856845433,0.4744450354489803,0.4767044048735444,0.4748015900663216,11
3,500,0.3593787445972985,0.36883421550578604,0.36550795715223705,0.33735391889902877,0.33845139598531226,0.3547418960466812,0.34171219460537106,0.3554478519874388,0.3558698780700675,0.3617256373599864,0.3566163228960877,11
4,500,0.3548117217684051,0.3672106975273023,0.3615867357165335,0.331907354477733,0.3329162600917136,0.349702987302587,0.33628903905521407,0.3505551808572375,0.35074389705386877,0.3571992611075697,0.3517527800624205,11
2,1000,0.7683065342753534,0.7877056927394394,0.7602452965344645,0.7441803638875452,0.7454243838646814,0.7632961402351909,0.7492304754904552,0.7653463018826291,0.76542725877594,0.7678859405148114,0.7658162793954261,11
3,1000,0.6197474282012082,0.6332446330439055,0.6285277326749621,0.5872515379977241,0.5889056301780592,0.6130287760773576,0.593798729976965,0.6140559165895552,0.6146692237119608,0.6231229923284873,0.6157526607747478,11
